id_game,name_game,genre_str,playtime_forever,playtime_normalized
202170,SLEEPING DOGS,"Action, Adventure",4766319.0,0.005956448631658809
40100,SUPREME COMMANDER 2,Strategy,4472940.0,0.005582762321900986
273350,EVOLVE STAGE 2,"Action, Free to Play",4431054.0,0.005529410770595281
24980,MASS EFFECT 2,RPG,4392431.0,0.005480215407799116
201790,ORCS MUST DIE 2,"Action, Indie, Strategy",4293449.0,0.005354138836836474
12220,GRAND THEFT AUTO EPISODES FROM LIBERTY CITY,Action,4127878.0,0.0051432457054504084
224600,DEFIANCE,"Action, Free to Play, RPG, Massively Multiplayer",4050364.0,0.005044513619600474
325610,TOTAL WAR ATTILA,Strategy,4039316.0,0.005030441425100512
242920,BANISHED,"Indie, Simulation, Strategy",3996666.0,0.004976116742314181
208480,ASSASSINS CREEDR III,Adventure,3981399.0,0.004956670671221591
209000,BATMANTM ARKHAM ORIGINS,"Action, Adventure",3953442.0,0.004921060937185074
238460,BATTLEBLOCK THEATERR,"Action, Casual, Indie, Adventure",3841832.0,0.0047788996746813825
265930,GOAT SIMULATOR,"Casual, Indie, Simulation",3810789.0,0.004739359202753221
236110,DUNGEON DEFENDERS II,"Action, Indie, Strategy, Free to Play, RPG",3758188.0,0.004672359609804948
212160,VINDICTUS,"Action, Free to Play, RPG, Adventure, Massively Multiplayer",3708302.0,0.004608818200063355
9450,WARHAMMERR 40000 DAWN OF WARR   SOULSTORM,Strategy,3694776.0,0.0045915896969128765
225540,JUST CAUSETM 3,"Action, Adventure",3586540.0,0.004453726007204521
344760,REIGN OF KINGS,"Action, Indie, Simulation, RPG, Adventure",3525277.0,0.00437569334503479
47810,DRAGON AGE ORIGINS   ULTIMATE EDITION,RPG,3510522.0,0.004356899424882097
3590,PLANTS VS ZOMBIES GOTY EDITION,Strategy,3475589.0,0.0043124041342894855
45760,ULTRA STREET FIGHTERR IV,Action,3461792.0,0.0042948304496844905
17390,SPORETM,Simulation,3449710.0,0.004279441215981689
209080,GUNS OF ICARUS ONLINE,"Action, Indie, Simulation, Adventure",3425754.0,0.004248927684895421
239820,GAME DEV TYCOON,"Casual, Indie, Simulation, Strategy",3416608.0,0.004237278129238592
213670,SOUTH PARKTM THE STICK OF TRUTHTM,"Action, RPG, Adventure",3360381.0,0.004165659982954252
204880,SINS OF A SOLAR EMPIRER REBELLION,"Indie, Strategy",3359659.0,0.004164740348230413
391540,UNDERTALE,"Indie, RPG",3349749.0,0.004152117661092956
304030,ARCHEAGE,"Free to Play, RPG, Massively Multiplayer",3326991.0,0.004123130061307462
20570,WARHAMMERR 40000 DAWN OF WARR II CHAOS RISING,Strategy,3317749.0,0.004111358227349401
298110,FAR CRYR 4,"Action, Adventure",3284432.0,0.004068921288160839
207140,SPEEDRUNNERS,"Action, Casual, Indie, Sports, Racing",3275625.0,0.0040577035277552295
9480,SAINTS ROW 2,Action,3272282.0,0.004053445440661333
206500,AIRMECH STRIKE,"Action, Indie, Strategy, Free to Play, Early Access",3235652.0,0.004006788626348007
12120,GRAND THEFT AUTO SAN ANDREAS,Action,3224187.0,0.003992185285477075
33230,ASSASSINS CREED 2 DELUXE EDITION,"Action, Adventure",3223344.0,0.003991111529144393
63380,SNIPER ELITE V2,Action,3200706.0,0.003962276777235436
427520,FACTORIO,"Casual, Indie, Simulation, Strategy, Early Access",3154818.0,0.003903827749247179
241540,STATE OF DECAY,"Action, Simulation, RPG",3103820.0,0.0038388699491829974
291480,WARFACE,"Action, Free to Play, Massively Multiplayer",3073612.0,0.0038003930437290816
17080,TRIBES ASCEND,"Action, Free to Play",3048414.0,0.0037682975371206417
4760,ROME TOTAL WARTM   COLLECTION,Strategy,3019744.0,0.0037317796319510255
65980,SID MEIERS CIVILIZATIONR BEYOND EARTHTM,Strategy,2994359.0,0.0036994459374016463
243470,WATCH_DOGSTM,"Action, Adventure",2993133.0,0.0036978843415963465
234140,MAD MAX,"Action, Adventure",2984149.0,0.0036864411305728433
11610,DRAGON NEST,"Action, Free to Play, RPG, Massively Multiplayer",2973513.0,0.0036728937137823292
385770,TIME CLICKERS,"Action, Casual, Indie, Free to Play",2934786.0,0.003623565882826497
268420,AURA KINGDOM,"Casual, Free to Play, RPG, Adventure, Massively Multiplayer",2917824.0,0.0036019608354778037
249130,LEGOR MARVELTM SUPER HEROES,"Action, Adventure",2915352.0,0.003598812169221114
32370,STAR WARSTM   KNIGHTS OF THE OLD REPUBLICTM,"RPG, Adventure",2912916.0,0.003595709357327386
17460,MASS EFFECT,"Action, RPG",2902819.0,0.00358284848224899
17410,MIRRORS EDGETM,"Action, Adventure",2884325.0,0.0035592920770098242
57690,TROPICO 4,"Simulation, Strategy",2853513.0,0.0035200458372439992
241600,ROGUE LEGACY,"Action, Indie, RPG",2851425.0,0.003517386284192232
320,HALF LIFE 2 DEATHMATCH,Action,2848066.0,0.0035131078173814634
281990,STELLARIS,"Simulation, Strategy",2840498.0,0.003503468211301113
35140,BATMAN ARKHAM ASYLUM GAME OF THE YEAR EDITION,"Action, Adventure",2834784.0,0.003496190104913279
202970,CALL OF DUTYR BLACK OPS II,Action,2826514.0,0.0034856563387551795
50130,MAFIA II,Action,2824310.0,0.003482849032756092
212500,THE LORD OF THE RINGS ONLINETM,"Free to Play, RPG, Massively Multiplayer",2794339.0,0.0034446740018583394
372000,TREE OF SAVIOR ENGLISH VER,"Free to Play, RPG, Massively Multiplayer",2764350.0,0.0034064760437791065
346010,BESIEGE,"Indie, Simulation, Early Access",2757992.0,0.003398377653787184
48720,MOUNT  BLADE WITH FIRE  SWORD,"Action, RPG",2724003.0,0.0033550847664900064
7670,BIOSHOCKTM,"Action, RPG",2710399.0,0.003337756912219778
219150,HOTLINE MIAMI,"Action, Indie",2685425.0,0.003305946721647542
70,HALF LIFE,Action,2682852.0,0.0033026694084280998
265630,FISTFUL OF FRAGS,"Action, Indie, Free to Play",2661706.0,0.0032757350651174367
334230,TOWN OF SALEM,"Indie, Strategy, RPG",2603954.0,0.0032021744770687564
248570,TORIBASH,"Action, Indie, Strategy, Free to Play",2595634.0,0.003191577024295432
218680,SCRIBBLENAUTS UNLIMITED,"Casual, Strategy, Adventure",2593257.0,0.003188549362607669
420,HALF LIFE 2 EPISODE TWO,Action,2589554.0,0.0031838327318841567
17450,DRAGON AGE ORIGINS,RPG,2583332.0,0.0031759075694856444
238010,DEUS EX HUMAN REVOLUTION   DIRECTORS CUT,"Action, RPG",2524846.0,0.0031014120619254713
80,COUNTER STRIKE CONDITION ZERO,Action,2503938.0,0.003074780866903276
323470,DRAGON BALL XENOVERSE,Action,2501205.0,0.0030712997565151157
201810,WOLFENSTEIN THE NEW ORDER,Action,2496902.0,0.003065818886408912
20900,THE WITCHER ENHANCED EDITION DIRECTORS CUT,"Action, RPG",2491856.0,0.0030593916332004754
7940,CALL OF DUTYR 4 MODERN WARFARER,Action,2469608.0,0.003031053636890269
40800,SUPER MEAT BOY,Indie,2463335.0,0.003023063514144228
251060,WARGAME RED DRAGON,Strategy,2462033.0,0.003021405114683787
210770,SANCTUM 2,"Action, Indie, Strategy",2458733.0,0.003017201798078983
433850,H1Z1,"Action, Adventure, Early Access, Massively Multiplayer",2444779.0,0.002999428137502184
208580,STAR WARSTM KNIGHTS OF THE OLD REPUBLICTM II   THE SITH LORDSTM,RPG,2439848.0,0.0029931473635087633
394360,HEARTS OF IRON IV,"Simulation, Strategy",2370655.0,0.0029050140041644574
244450,MEN OF WAR ASSAULT SQUAD 2,"Action, Simulation, Strategy",2330501.0,0.0028538685572101234
48190,ASSASSINS CREEDR BROTHERHOOD,"Action, Adventure",2304501.0,0.002820751517293485
9420,SUPREME COMMANDER FORGED ALLIANCE,Strategy,2215714.0,0.002707660647175079
104900,ORION PRELUDE,"Action, Indie, RPG, Adventure",2201887.0,0.00269004875060095
370240,NBA 2K16,Sports,2177719.0,0.00265926518826613
22300,FALLOUT 3,RPG,2149923.0,0.002623860525130635
244210,ASSETTO CORSA,"Action, Indie, Simulation, Sports, Racing, VR, First-Person, Singleplayer, Open World, Moddable, Multiplayer, Arcade, Replay Value, Realistic, TrackIR, Driving, Controller, Physics, 3D Vision, Artificial Intelligence",2148173.0,0.0026216314935977843
24740,BURNOUT PARADISE THE ULTIMATE BOX,Racing,2143124.0,0.002615200419192434
223470,POSTAL 2,"Action, Indie, Adventure",2132096.0,0.0026011536993385616
110800,LA NOIRE,"Strategy, Adventure",2124648.0,0.0025916669411347494
55150,WARHAMMER 40000 SPACE MARINE,Action,2123562.0,0.0025902836678520775
233720,SURGEON SIMULATOR,"Action, Indie, Simulation",2104273.0,0.0025657146454308452
204100,MAX PAYNE 3,Action,2099391.0,0.0025594962843203443
208650,BATMANTM ARKHAM KNIGHT,"Action, Adventure",2096888.0,0.0025563081323622156
107100,BASTION,"Action, Indie, RPG",2077335.0,0.0025314028446125993
262060,DARKEST DUNGEONR,"Indie, Strategy, RPG",2060131.0,0.0025094895540462205
9880,CHAMPIONS ONLINE,"Free to Play, RPG, Massively Multiplayer",2055759.0,0.002503920796411007
268850,EVGA PRECISION XOC,Utilities,2055183.0,0.0025031871266036235
104700,SUPER MNC,"Action, Indie, Strategy, Free to Play, Sports",2052392.0,0.0024996321397418027
322170,GEOMETRY DASH,"Action, Indie",2020920.0,0.002459545236655017
264710,SUBNAUTICA,"Action, Indie, Adventure, Early Access, VR, Horror, First-Person, FPS, Atmospheric, Singleplayer, Survival, Open World, Exploration, Sandbox, Sci-fi, Underwater, Aliens, Crafting, Voxel, Base Building",2011635.0,0.0024477186322078635
239660,SOLDIER FRONT 2,"Action, Free to Play",2004210.0,0.002438261169847054
4560,COMPANY OF HEROES   LEGACY EDITION,"Action, Strategy",2003180.0,0.0024369492255734335
380,HALF LIFE 2 EPISODE ONE,Action,1983285.0,0.002411608321375683
203290,AMERICAS ARMY PROVING GROUNDS,"Action, Free to Play",1978793.0,0.0024058867158639314
286160,TABLETOP SIMULATOR,"Casual, Indie, Simulation, Strategy, RPG, Adventure, VR, Singleplayer, Moddable, Sandbox, Multiplayer, Local Multiplayer, Co-op, Online Co-Op, Relaxing, Physics, Comedy, Card Game, Chess, Board Game",1964316.0,0.0023874468932918863
230230,DIVINITY ORIGINAL SIN CLASSIC,"Indie, Strategy, RPG, Adventure",1957520.0,0.002378790608550599
274190,BROFORCE,"Action, Casual, Indie, Adventure",1957007.0,0.0023781371838783975
31280,POKER NIGHT AT THE INVENTORY,"Casual, Sports",1955381.0,0.002376066095151303
220700,RPG MAKER VX ACE,"Web Publishing, Design &amp; Illustration",1947406.0,0.0023659080800230267
32470,STAR WARSTM EMPIRE AT WAR   GOLD PACK,Strategy,1934300.0,0.002349214544440432
242680,NUCLEAR THRONE,"Action, Indie, RPG",1907134.0,0.002314612332656763
289130,ENDLESS LEGENDTM,"Strategy, RPG",1901987.0,0.002308056432485573
4580,WARHAMMERR 40000 DAWN OF WARR   DARK CRUSADE,Strategy,1881366.0,0.0022817907986347656
379720,DOOM,Action,1879473.0,0.0022793796233823737
299360,BLOCK N LOAD,"Action, Strategy, Free to Play, Massively Multiplayer",1871791.0,0.0022695948118193116
208140,ENDLESS SPACER   COLLECTION,Strategy,1863047.0,0.002258457296548885
213850,MAGIC 2014    DUELS OF THE PLANESWALKERS,Strategy,1843597.0,0.0022336832032266306
261030,THE WALKING DEAD SEASON 2,Adventure,1832366.0,0.0022193779157149477
234710,POKER NIGHT 2,"Casual, Sports",1816986.0,0.0021997879128719516
42960,VICTORIA II,Strategy,1814459.0,0.002196569191338515
206210,GOTHAM CITY IMPOSTORS FREE TO PLAY,"Action, Free to Play",1810865.0,0.0021919913974361924
290080,LIFE IS FEUDAL YOUR OWN,"Action, Indie, Simulation, RPG",1799976.0,0.0021781217263726433
275850,NO MANS SKY,"Action, Adventure",1792748.0,0.0021689151892758177
41500,TORCHLIGHT,RPG,1775093.0,0.002146427445440116
108600,PROJECT ZOMBOID,"Indie, Simulation, RPG, Early Access",1766219.0,0.0021351243449701067
298630,THE ESCAPISTS,"Action, Indie, Simulation, Strategy, Adventure",1763696.0,0.0021319107183658884
282070,THIS WAR OF MINE,"Indie, Simulation, Adventure",1744547.0,0.002107520018467284
12900,AUDIOSURF,Indie,1740405.0,0.002102244219262103
239350,SPELUNKY,Indie,1737472.0,0.002098508362413045
319630,LIFE IS STRANGE   EPISODE 1,"Action, Adventure",1715044.0,0.002069941094288031
212200,MABINOGI,"Action, Casual, Simulation, Free to Play, RPG, Adventure, Massively Multiplayer",1694382.0,0.0020436232374127397
215280,SECRET WORLD LEGENDS,"Action, Free to Play, RPG, Adventure, Massively Multiplayer",1692974.0,0.002041829822328023
50620,DARKSIDERSTM,"Action, Adventure",1673629.0,0.00201718947089774
214560,MARK OF THE NINJA,"Action, Indie, Adventure",1670838.0,0.0020136344840359192
72200,UNIVERSE SANDBOX,"Casual, Indie, Simulation",1659361.0,0.0019990158583773326
235600,TOM CLANCYS SPLINTER CELL BLACKLIST,"Action, Adventure",1650515.0,0.0019877484224118487
219990,GRIM DAWN,"Action, Indie, RPG, Adventure",1643157.0,0.00197837630011544
220260,FARMING SIMULATOR 2013 TITANIUM EDITION,"Casual, Simulation",1638693.0,0.001972690359108214
108800,CRYSIS 2   MAXIMUM EDITION,Action,1603614.0,0.0019280091035991467
215080,WAKFU,"Strategy, Free to Play, RPG, Adventure, Massively Multiplayer",1602296.0,0.001926330324421834
22320,THE ELDER SCROLLS III MORROWINDR GAME OF THE YEAR EDITION,RPG,1599198.0,0.0019223843017425364
242860,VERDUN,"Action, Indie, Strategy",1598155.0,0.0019210557989489574
102500,KINGDOMS OF AMALUR RECKONINGTM,"Action, RPG",1581808.0,0.0019002340969675232
113420,FALLEN EARTH FREE2PLAY,"Free to Play, RPG, Massively Multiplayer",1564340.0,0.0018779845410727605
17480,COMMAND  CONQUER RED ALERT 3,Strategy,1563982.0,0.0018775285449077542
221040,RESIDENT EVIL 6  BIOHAZARD 6,"Action, Adventure",1558107.0,0.0018700453676188987
237110,MORTAL KOMBAT KOMPLETE EDITION,Action,1556771.0,0.001868343661260105
51100,TACTICAL INTERVENTION,"Action, Free to Play",1554529.0,0.0018654879534334475
307780,MORTAL KOMBAT X,Action,1553480.0,0.0018641518082460414
247730,NETHER RESURRECTED,"Action, Indie, Simulation, RPG, Massively Multiplayer",1551690.0,0.0018618718274210112
24720,SPORETM GALACTIC ADVENTURES,"Action, Simulation",1544853.0,0.00185316331965524
212070,STAR CONFLICT,"Action, Simulation, Free to Play, Massively Multiplayer",1527230.0,0.0018307163352532818
48220,MIGHT  MAGIC HEROES VI,"Strategy, RPG",1526309.0,0.0018295432278008501
239030,PAPERS PLEASE,"Indie, Adventure",1526035.0,0.001829194225149421
273110,COUNTER STRIKE NEXON ZOMBIES,"Action, Casual, Free to Play, Massively Multiplayer",1508864.0,0.0018073229677490906
313160,FARMING SIMULATOR 15,Simulation,1506389.0,0.0018041704802954873
39140,FINAL FANTASY VII,RPG,1504005.0,0.0018011339024815924
339610,FREESTYLE 2 STREET BASKETBALL,"Action, Casual, Free to Play, Sports, Massively Multiplayer",1503182.0,0.0018000856207950004
97330,MAGIC THE GATHERING   DUELS OF THE PLANESWALKERS 2013,Strategy,1501919.0,0.0017984768968944344
235540,WARHAMMER END TIMES   VERMINTIDE,"Action, Indie",1488537.0,0.001781431811195802
238430,CONTAGION,"Action, Indie, Adventure",1486506.0,0.0017788448608853907
20540,COMPANY OF HEROES TALES OF VALOR,Strategy,1483630.0,0.0017751816067776887
242720,GUNZ 2 THE SECOND DUEL,"Action, Indie, Free to Play",1483084.0,0.001774486148939439
10680,ALIENS VS PREDATORTM,Action,1476299.0,0.0017658438752535012
25890,HEARTS OF IRON III,Strategy,1473374.0,0.0017621182082628792
8850,BIOSHOCKR 2,Action,1472716.0,0.0017612800924065274
219830,KING ARTHURS GOLD,"Action, Indie",1467420.0,0.0017545344061219693
64000,MEN OF WAR ASSAULT SQUAD,Strategy,1465887.0,0.0017525817744991918
367500,DRAGONS DOGMA DARK ARISEN,"Action, RPG, Adventure",1462428.0,0.0017481759344579748
57300,AMNESIA THE DARK DESCENT,"Action, Indie, Adventure",1429339.0,0.0017060294062348344
22100,MOUNT  BLADE,"Indie, RPG",1426071.0,0.001701866849063774
9200,RAGE,Action,1424529.0,0.0016999027538502566
