id_gameGenre,id_game,id_genre
887,22380,1
889,67000,1
897,18040,1
900,71115,1
904,71112,1
905,71113,1
912,71110,1
918,34316,1
919,34315,1
920,6120,1
922,35460,1
925,32500,1
926,62000,1
931,63700,1
940,43011,1
941,33980,1
948,42700,1
953,15740,1
958,15750,1
964,12100,1
965,12120,1
966,35135,1
968,35137,1
970,35138,1
972,35136,1
974,12110,1
975,33390,1
977,92300,1
979,80000,1
982,47780,1
987,71168,1
990,63200,1
994,60340,1
997,71116,1
1001,71117,1
1003,71165,1
1004,71163,1
1006,71164,1
1015,71162,1
1038,57700,1
1060,63710,1
1062,55100,1
1079,92700,1
1084,91200,1
1091,70000,1
1094,620,1
1096,42918,1
1098,91600,1
1112,22450,1
1119,73031,1
1121,9992,1
1125,42718,1
1126,39160,1
1128,57900,1
1129,102700,1
1134,99900,1
1147,49604,1
1156,73035,1
1159,21100,1
1160,73037,1
1162,73036,1
1165,901679,1
1168,99100,1
1182,35425,1
1184,105700,1
1187,72750,1
1194,55205,1
1199,15522,1
1205,92302,1
1209,65790,1
1221,38740,1
1227,107200,1
1231,97108,1
1232,97106,1
1233,97107,1
1235,72760,1
1242,18070,1
1245,55150,1
1247,98400,1
1250,46520,1
1252,22230,1
1256,35450,1
1259,33420,1
1266,110600,1
1270,111400,1
1272,57923,1
1276,113200,1
1288,201100,1
1298,34842,1
1299,95900,1
1305,45770,1
1307,18080,1
1322,201480,1
1333,43190,1
1335,102622,1
1338,39270,1
1340,24200,1
1345,55370,1
1348,71340,1
1350,102623,1
1353,115300,1
1359,94203,1
1361,94202,1
1368,73092,1
1372,73091,1
1376,73058,1
1380,200880,1
1383,113400,1
1388,200870,1
1390,35429,1
1392,201877,1
1393,203700,1
1398,23530,1
1400,55344,1
1401,55341,1
1405,55340,1
1407,55343,1
1408,91616,1
1412,201310,1
1414,35720,1
1417,204381,1
1420,204010,1
1422,111403,1
1424,203990,1
1426,204030,1
1429,200620,1
1432,204380,1
1435,55395,1
1436,200610,1
1437,55471,1
1438,55473,1
1439,55472,1
1440,55470,1
1441,55347,1
1442,23553,1
1443,23552,1
1444,23551,1
1445,200890,1
1446,200860,1
1447,23550,1
1455,204340,1
1457,203510,1
1463,204386,1
1466,204385,1
1472,204390,1
1475,105800,1
1483,203210,1
1486,45773,1
1487,45774,1
1488,205160,1
1495,92620,1
1497,205120,1
1499,108710,1
1502,73039,1
1504,10220,1
1507,200210,1
1513,55381,1
1518,201882,1
1520,207490,1
1522,206760,1
1523,206521,1
1530,108500,1
1536,205830,1
1539,108726,1
1548,207420,1
1556,204388,1
1570,19320,1
1573,207320,1
1580,55382,1
1581,110630,1
1583,102850,1
1586,102510,1
1590,109500,1
1609,204560,1
1626,202370,1
1630,204383,1
1634,40392,1
1636,203750,1
1638,98300,1
1643,55397,1
1655,211206,1
1667,211208,1
1668,91609,1
1685,41014,1
1687,41019,1
1694,209100,1
1695,211010,1
1710,207350,1
1716,213370,1
1717,204100,1
1718,203766,1
1719,203765,1
1720,204182,1
1733,42170,1
1738,213330,1
1742,212160,1
1747,210561,1
1748,42696,1
1755,206480,1
1760,212630,1
1765,17080,1
1767,210933,1
1770,92622,1
1772,205550,1
1781,210041,1
1784,98421,1
1785,206522,1
1790,210056,1
1791,210057,1
1792,210062,1
1793,210055,1
1796,210039,1
1797,210038,1
1798,210037,1
1799,210036,1
1800,210035,1
1801,210052,1
1802,210043,1
1803,210064,1
1804,210063,1
1805,210065,1
1806,210067,1
1807,210066,1
1808,210069,1
1809,210072,1
1810,210073,1
1811,213350,1
1812,20828,1
1818,210068,1
1819,207650,1
1822,207380,1
1825,207400,1
1829,108700,1
1832,215243,1
1834,210931,1
1838,115120,1
1840,215241,1
1841,215240,1
1842,202181,1
1843,212010,1
1847,730,1
1848,202170,1
1851,217290,1
1859,216458,1
1860,216454,1
1861,216447,1
1862,216449,1
1863,216444,1
1865,216455,1
1866,216434,1
1867,216432,1
1868,216433,1
1869,216448,1
1870,216431,1
1871,216461,1
1872,216462,1
1874,200260,1
1879,214970,1
1881,216468,1
1882,61730,1
1886,33934,1
1888,205950,1
1890,204312,1
1893,204310,1
1896,204308,1
1899,204309,1
1902,204307,1
1905,204304,1
1910,210016,1
1911,210018,1
1912,210017,1
1913,210012,1
1914,210019,1
1915,210013,1
1918,214570,1
1919,65740,1
1922,205063,1
1924,209670,1
1927,217962,1
1928,205060,1
1930,213230,1
1943,208200,1
1944,207870,1
1946,215247,1
1948,215246,1
1950,222680,1
2011,215470,1
2017,223220,1
2024,219150,1
2029,215245,1
2031,215248,1
2033,204734,1
2038,209080,1
2042,4720,1
2044,73120,1
2051,223470,1
2054,216330,1
2061,113405,1
2069,207040,1
2071,223730,1
2074,222140,1
2078,215309,1
2079,215303,1
2080,215311,1
2081,202970,1
2082,202193,1
2084,215253,1
2087,216331,1
2095,216414,1
2096,216413,1
2097,216412,1
2098,216421,1
2099,216417,1
2100,216420,1
2110,223510,1
2113,209201,1
2115,225020,1
2116,209190,1
2130,212200,1
2140,224300,1
2142,224920,1
2144,224940,1
2147,224900,1
2150,208491,1
2152,215972,1
2167,209460,1
2178,207660,1
2189,211280,1
2194,215710,1
2197,203060,1
2208,219136,1
2209,225821,1
2211,225822,1
2215,225823,1
2217,225826,1
2219,225828,1
2221,225825,1
2223,209545,1
2226,209540,1
2230,228400,1
2232,219152,1
2234,220440,1
2238,227800,1
2254,210085,1
2255,210084,1
2256,210083,1
2258,210087,1
2259,210113,1
2262,224820,1
2266,228320,1
2288,212673,1
2306,223793,1
2309,233410,1
2310,213197,1
2314,209202,1
2324,207000,1
2328,222660,1
2331,220160,1
2334,216174,1
2338,232770,1
2340,221040,1
2342,232530,1
2346,234180,1
2349,234900,1
2352,208796,1
2354,208793,1
2356,208792,1
2358,208790,1
2360,208804,1
2362,208805,1
2364,208806,1
2366,208810,1
2368,234780,1
2369,208814,1
2374,233550,1
2381,227220,1
2387,98609,1
2393,235130,1
2396,230885,1
2399,234779,1
2400,234778,1
2401,234776,1
2403,234775,1
2408,234777,1
2409,233720,1
2416,227480,1
2419,222380,1
2421,229250,1
2423,232750,1
2429,235780,1
2431,210770,1
2434,234290,1
2442,208817,1
2444,208818,1
2446,208809,1
2448,230887,1
2451,208813,1
2457,219098,1
2458,227380,1
2461,235070,1
2463,209548,1
2466,235150,1
2469,222480,1
2476,219445,1
2477,219444,1
2478,219447,1
2481,219446,1
2484,228300,1
2486,208812,1
2488,208791,1
2490,229621,1
2492,229622,1
2494,214331,1
2501,208470,1
2523,230892,1
2529,219442,1
2531,230891,1
2536,229480,1
2543,2028850,1
2545,218550,1
2547,232647,1
2549,237030,1
2557,207011,1
2560,224160,1
2562,224161,1
2564,224163,1
2566,224165,1
2569,224162,1
2572,224167,1
2574,224168,1
2576,224164,1
2578,237110,1
2579,224166,1
2587,239800,1
2590,210945,1
2591,210944,1
2592,210943,1
2593,239660,1
2595,225360,1
2599,225160,1
2611,570,1
2631,218065,1
2636,205080,1
2638,237590,1
2639,205083,1
2644,219443,1
2649,243442,1
2655,238870,1
2657,230890,1
2660,207010,1
2663,241410,1
2673,214930,1
2675,234080,1
2678,222285,1
2682,222284,1
2686,222283,1
2690,242300,1
2693,217140,1
2701,219101,1
2710,223750,1
2736,243950,1
2739,242590,1
2744,238570,1
2746,231040,1
2762,212894,1
2764,237630,1
2782,236390,1
2803,244870,1
2806,237800,1
2809,226720,1
2811,247292,1
2813,247291,1
2815,250810,1
2818,240340,1
2821,235140,1
2829,250110,1
2839,246800,1
2843,246640,1
2847,203290,1
2854,111915,1
2856,111914,1
2858,111916,1
2860,111912,1
2862,111913,1
2864,111911,1
2866,111900,1
2868,111910,1
2870,249630,1
2877,224140,1
2879,224141,1
2881,224143,1
2883,224144,1
2885,224145,1
2887,224180,1
2889,224142,1
2891,238320,1
2902,237050,1
2906,247294,1
2913,259020,1
2941,244810,1
2951,248350,1
2953,237740,1
2956,249680,1
2958,247120,1
2960,248470,1
2964,243450,1
2970,236450,1
2971,242960,1
2972,245030,1
2978,249870,1
2983,217920,1
2984,202652,1
2986,246251,1
2987,246252,1
2988,246253,1
2989,246255,1
2990,246256,1
2992,246250,1
2993,246257,1
2995,246254,1
2996,238301,1
2998,251370,1
3019,229290,1
3023,248710,1
3037,242820,1
3044,251410,1
3049,250500,1
3052,214730,1
3062,238010,1
3064,238430,1
3067,260250,1
3069,260880,1
3072,252330,1
3075,259121,1
3077,259120,1
3079,247298,1
3081,251850,1
3084,247290,1
3086,259190,1
3088,259170,1
3090,246580,1
3091,247660,1
3093,258540,1
3095,241540,1
3114,253570,1
3116,255160,1
3119,219830,1
3131,248730,1
3145,248820,1
3160,243280,1
3163,240660,1
3168,220825,1
3171,255870,1
3173,237620,1
3185,252770,1
3205,257750,1
3210,257770,1
3221,248630,1
3239,258010,1
3242,259490,1
3245,260950,1
3247,260470,1
3249,260473,1
3251,242050,1
3253,252070,1
3255,260474,1
3259,264750,1
3261,260472,1
3263,66002,1
3269,260471,1
3271,261700,1
3274,260730,1
3281,247370,1
3288,247302,1
3301,237619,1
3326,257050,1
3331,259530,1
3337,109600,1
3346,259830,1
3348,253410,1
3352,249170,1
3354,259510,1
3372,264802,1
3374,267880,1
3375,237090,1
3378,246840,1
3381,268100,1
3382,257120,1
3389,229310,1
3390,260190,1
3396,271110,1
3398,268560,1
3402,266740,1
3407,271100,1
3410,267381,1
3417,259122,1
3439,260650,1
3440,264240,1
3444,94400,1
3449,256510,1
3455,247305,1
3457,260210,1
3460,272700,1
3464,267900,1
3465,267920,1
3468,261740,1
3470,261820,1
3476,269150,1
3480,222880,1
3483,257630,1
3488,272690,1
3490,269210,1
3498,262790,1
3518,275590,1
3520,224480,1
3525,263880,1
3529,232990,1
3540,269230,1
3559,263300,1
3575,224040,1
3585,250180,1
3607,253750,1
3627,284430,1
3633,259250,1
3648,279160,1
3650,277590,1
3652,239250,1
3660,266170,1
3663,285690,1
3665,255750,1
3686,251470,1
3690,280640,1
3693,251510,1
3698,256230,1
3706,284700,1
3724,258180,1
3727,233150,1
3730,270330,1
3733,280560,1
3737,214932,1
3743,262390,1
3786,273150,1
3788,273151,1
3790,273152,1
3803,218820,1
3812,266370,1
3822,270650,1
3832,283370,1
3836,289480,1
3839,289280,1
3840,281341,1
3841,281340,1
3842,281342,1
3851,240970,1
3857,277430,1
3889,290280,1
3908,246680,1
3917,289540,1
3920,271570,1
3930,295210,1
3933,293420,1
3945,280380,1
3949,291270,1
3952,294350,1
3959,289220,1
3965,283270,1
3977,285540,1
3981,283660,1
3984,252570,1
3993,264080,1
3997,292390,1
4001,295770,1
4002,298010,1
4012,250640,1
4014,289730,1
4019,281220,1
4020,227780,1
4024,266050,1
4027,296750,1
4036,298920,1
4038,295730,1
4040,286100,1
4044,273300,1
4060,273600,1
4062,225600,1
4068,265630,1
4084,260160,1
4092,277820,1
4104,282740,1
4113,256505,1
4127,238460,1
4133,282100,1
4141,268520,1
4144,244450,1
4156,300910,1
4163,301190,1
4170,277510,1
4174,271850,1
4177,279520,1
4191,299240,1
4194,297150,1
4196,248570,1
4220,290040,1
4243,289180,1
4246,261110,1
4257,301200,1
4260,303630,1
4272,267382,1
4282,304400,1
4287,288520,1
4291,294750,1
4313,304490,1
4318,304491,1
4329,242760,1
4336,259041,1
4339,290770,1
4344,301360,1
4350,270510,1
4361,249610,1
4364,247730,1
4369,293940,1
4373,205090,1
4379,261530,1
4382,301460,1
4385,306160,1
4390,268750,1
4410,256190,1
4420,280040,1
4423,309890,1
4437,307090,1
4440,307390,1
4444,298280,1
4448,303470,1
4450,306690,1
4468,297100,1
4476,295430,1
4477,295437,1
4478,295436,1
4479,295434,1
4480,295433,1
4481,295432,1
4482,295431,1
4483,308162,1
4488,295435,1
4489,308161,1
4494,308160,1
4499,308164,1
4504,308163,1
4531,284580,1
4549,305181,1
4551,305182,1
4553,305187,1
4566,291480,1
4573,302790,1
4585,313030,1
4588,252830,1
4594,285960,1
4598,293840,1
4602,252750,1
4625,286730,1
4627,310830,1
4642,293900,1
4645,312220,1
4658,307800,1
4664,302590,1
4673,303590,1
4675,294280,1
4687,312680,1
4689,305183,1
4711,313040,1
4726,303840,1
4729,314280,1
4745,312290,1
4750,305010,1
4757,280890,1
4766,314290,1
4775,301600,1
4785,248310,1
4787,271942,1
4789,302270,1
4798,266470,1
4805,284450,1
4812,303251,1
4816,303250,1
4822,301420,1
4827,303860,1
4837,304082,1
4841,311480,1
4843,306260,1
4848,313980,1
4852,314230,1
4861,316360,1
4864,316050,1
4866,316680,1
4871,309872,1
4872,315940,1
4875,316710,1
4883,310870,1
4887,314250,1
4890,312990,1
4894,247950,1
4926,298520,1
4929,301660,1
4930,317430,1
4943,311100,1
4947,298480,1
4951,301680,1
4953,263960,1
4962,310600,1
4966,305186,1
4968,312510,1
4972,305980,1
4977,304170,1
4978,300040,1
4985,319180,1
4988,307340,1
4989,307350,1
4990,315920,1
4992,316867,1
4993,316864,1
4994,316865,1
4995,316866,1
4996,316869,1
4997,316863,1
4998,316560,1
5000,312690,1
5005,275390,1
5016,314460,1
5027,317970,1
5030,299260,1
5037,265770,1
5041,315650,1
5051,250700,1
5060,317350,1
5062,286690,1
5063,287390,1
5069,271943,1
5088,261760,1
5104,301900,1
5114,312010,1
5122,250400,1
5125,319820,1
5128,319821,1
5131,306890,1
5138,262750,1
5142,312640,1
5148,214190,1
5149,284500,1
5156,308080,1
5185,317410,1
5188,316810,1
5192,301893,1
5194,301894,1
5196,318640,1
5199,272510,1
5201,297370,1
5205,320410,1
5220,316970,1
5260,291960,1
5264,297120,1
5266,321710,1
5295,230860,1
5303,262920,1
5305,319250,1
5328,271944,1
5330,325590,1
5333,318550,1
5335,301895,1
5350,241930,1
5352,253610,1
5354,315520,1
5360,310700,1
5365,255251,1
5371,321510,1
5385,312610,1
5398,316320,1
5401,319080,1
5405,319170,1
5409,242640,1
5410,273110,1
5414,324030,1
5415,323430,1
5430,327740,1
5438,322980,1
5441,328120,1
5452,318750,1
5453,322750,1
5456,268050,1
5464,326240,1
5467,326960,1
5468,316180,1
5470,320440,1
5472,326260,1
5487,310990,1
5491,318401,1
5495,270010,1
5506,279580,1
5512,301970,1
5523,326431,1
5525,327530,1
5531,285090,1
5537,318220,1
5542,313400,1
5548,311120,1
5549,322360,1
5554,322361,1
5567,285370,1
5569,315830,1
5572,302710,1
5575,318402,1
5579,329320,1
5589,329370,1
5591,299740,1
5612,273830,1
5614,250900,1
5615,304380,1
5620,326470,1
5634,329650,1
5637,329640,1
5639,323240,1
5641,332210,1
5644,315540,1
5661,321080,1
5678,320150,1
5689,331620,1
5700,327150,1
5704,313381,1
5711,327170,1
5715,327171,1
5724,298110,1
5726,324340,1
5729,302010,1
5734,295790,1
5741,330680,1
5743,298890,1
5746,329110,1
5757,328640,1
5763,326150,1
5766,330460,1
5773,331120,1
5794,227160,1
5797,331890,1
5803,331400,1
5821,332240,1
5837,282513,1
5840,318410,1
5855,318530,1
5862,335370,1
5867,334190,1
5885,324070,1
5890,337050,1
5893,335320,1
5897,335510,1
5900,300840,1
5906,298790,1
5909,317790,1
5912,305800,1
5914,316070,1
5918,336320,1
5924,334810,1
5926,333400,1
5928,334580,1
5937,337420,1
5941,331440,1
5945,337710,1
5957,335640,1
5961,332780,1
5981,338490,1
5992,331350,1
5993,331351,1
5994,331353,1
5995,331352,1
5996,331354,1
5997,331356,1
5998,331355,1
5999,286040,1
6002,338030,1
6008,339120,1
6012,311340,1
6014,207140,1
6027,302830,1
6030,333130,1
6049,244210,1
6053,324240,1
6058,335981,1
6061,335982,1
6068,322170,1
6086,340290,1
6088,333760,1
6101,335991,1
6104,339290,1
6107,335990,1
6117,273960,1
6121,329770,1
6144,334690,1
6147,318874,1
6149,318872,1
6151,318870,1
6153,322080,1
6155,318871,1
6157,304540,1
6163,340750,1
6171,303260,1
6180,334220,1
6181,333084,1
6182,333082,1
6183,331071,1
6184,333081,1
6185,331070,1
6190,343120,1
6203,343740,1
6226,313370,1
6228,304240,1
6230,328740,1
6248,339480,1
6250,344140,1
6252,295690,1
6260,250070,1
6262,343290,1
6273,338140,1
6290,321430,1
6292,313371,1
6294,318411,1
6319,341060,1
6322,330180,1
6345,348010,1
6350,339240,1
6357,346690,1
6362,318875,1
6364,343100,1
6370,347900,1
6379,208750,1
6388,344730,1
6392,313372,1
6396,324360,1
6412,340120,1
6415,342980,1
6419,307030,1
6422,347940,1
6444,348650,1
6448,345580,1
6455,321260,1
6461,346630,1
6464,339630,1
6467,348110,1
6470,342740,1
6474,348450,1
6491,311490,1
6493,345710,1
6498,315393,1
6501,332730,1
6503,324343,1
6510,346510,1
6514,347580,1
6518,344220,1
6522,341090,1
6531,266510,1
6534,327177,1
6536,349560,1
6550,341360,1
6554,307600,1
6559,334960,1
6567,253390,1
6571,346170,1
6572,346120,1
6580,348860,1
6592,315840,1
6596,340130,1
6616,320381,1
6618,320383,1
6620,320382,1
6622,320380,1
6626,320385,1
6628,320364,1
6630,320384,1
6632,320387,1
6634,320386,1
6636,320362,1
6638,320363,1
6640,320360,1
6642,320388,1
6644,320371,1
6646,320370,1
6648,320361,1
6650,287290,1
6652,320372,1
6657,353020,1
6664,342560,1
6668,273500,1
6673,333510,1
6675,314660,1
6693,341080,1
6697,351740,1
6700,351890,1
6705,323470,1
6706,322520,1
6707,348680,1
6708,349930,1
6709,349931,1
6710,349932,1
6711,349933,1
6724,310810,1
6726,318791,1
6728,340520,1
6736,342570,1
6742,353930,1
6747,353740,1
6753,353741,1
6759,319810,1
6764,353742,1
6776,351170,1
6780,351270,1
6784,349690,1
6787,348090,1
6807,339031,1
6816,339033,1
6818,352680,1
6827,340540,1
6837,343600,1
6844,339200,1
6850,337730,1
6856,281940,1
6878,353051,1
6881,349480,1
6884,305500,1
6887,348530,1
6890,339530,1
6904,357660,1
6910,348700,1
6913,358610,1
6916,353340,1
6923,357171,1
6926,357170,1
6935,357290,1
6947,356123,1
6953,355070,1
6964,312230,1
6969,352000,1
6982,358150,1
6989,351240,1
6995,350810,1
7004,355430,1
7013,347040,1
7019,270810,1
7023,253530,1
7034,290930,1
7038,357440,1
7041,339460,1
7044,357830,1
7047,352150,1
7048,311730,1
7049,358140,1
7050,358141,1
7057,336420,1
7078,339690,1
7085,357770,1
7094,351400,1
7099,318490,1
7117,335800,1
7123,360820,1
7127,339610,1
7147,335300,1
7149,347270,1
7151,359090,1
7155,356122,1
7169,361312,1
7171,361313,1
7173,361314,1
7177,361310,1
7184,355840,1
7189,361182,1
7194,361181,1
7199,359521,1
7203,359520,1
7210,355080,1
7213,344910,1
7286,354050,1
7289,361440,1
7291,342350,1
7298,358142,1
7299,358143,1
7300,305380,1
7305,332350,1
7313,362280,1
7317,346780,1
7325,360600,1
7329,357780,1
7359,349440,1
7361,277520,1
7369,355140,1
7373,324344,1
7376,359500,1
7383,347155,1
7384,324570,1
7394,275200,1
7402,360750,1
7407,362050,1
7409,333580,1
7412,360890,1
7424,348683,1
7425,348682,1
7426,354710,1
7427,348020,1
7433,318230,1
7439,364770,1
7451,329460,1
7463,364400,1
7470,318560,1
7473,358110,1
7480,324140,1
7482,346071,1
7484,346070,1
7489,363220,1
7494,340810,1
7502,307210,1
7505,347154,1
7506,351556,1
7507,350070,1
7510,350400,1
7513,346770,1
7519,363620,1
7525,355260,1
7539,247080,1
7542,366080,1
7545,352120,1
7547,352640,1
7551,365340,1
7554,358000,1
7557,360520,1
7570,361520,1
7575,364890,1
7586,358020,1
7589,366700,1
7599,359890,1
7602,344090,1
7608,344070,1
7614,344060,1
7620,312540,1
7626,344080,1
7649,354260,1
7659,345340,1
7672,367060,1
7676,349980,1
7679,321380,1
7685,326510,1
7687,367090,1
7702,358310,1
7703,358190,1
7704,323370,1
7709,367660,1
7711,326621,1
7716,326624,1
7721,326622,1
7726,326623,1
7731,365420,1
7739,363200,1
7755,364800,1
7758,364810,1
7774,357720,1
7777,285820,1
7780,368350,1
7792,354425,1
7793,347150,1
7795,369350,1
7799,326410,1
7807,337840,1
7813,366460,1
7815,368910,1
7820,368920,1
7830,368440,1
7839,369430,1
7844,330660,1
7847,371400,1
7858,322700,1
7861,323650,1
7864,370401,1
7867,342370,1
7874,293220,1
7885,365520,1
7891,368320,1
7893,310740,1
7895,341790,1
7897,346340,1
7914,296710,1
7915,365860,1
7919,352620,1
7921,364100,1
7923,362940,1
7927,366060,1
7937,263060,1
7939,346970,1
7945,371070,1
7950,339280,1
7954,359900,1
7967,359930,1
7978,359280,1
7981,371550,1
7991,269670,1
7994,333980,1
7998,367210,1
8001,326310,1
8003,373090,1
8005,358800,1
8007,358880,1
8014,329860,1
8027,357890,1
8049,345080,1
8051,305510,1
8068,373180,1
8073,346490,1
8077,350310,1
8078,369503,1
8084,369502,1
8092,371100,1
8107,343340,1
8110,371350,1
8116,374660,1
8122,341680,1
8125,351450,1
8130,341940,1
8137,368720,1
8143,376160,1
8153,278970,1
8156,356510,1
8160,359530,1
8166,358840,1
8185,365760,1
8187,372210,1
8196,290890,1
8201,312530,1
8203,343593,1
8204,343591,1
8205,313080,1
8208,343592,1
8209,343594,1
8213,373460,1
8230,376920,1
8238,255240,1
8244,367780,1
8246,377460,1
8249,365060,1
8257,376660,1
8264,351554,1
8265,351551,1
8278,376850,1
8289,275060,1
8294,377180,1
8299,351250,1
8306,354620,1
8309,338700,1
8312,338690,1
8315,352400,1
8317,336900,1
8323,359494,1
8324,361560,1
8327,372740,1
8335,375120,1
8338,377600,1
8362,382580,1
8365,382570,1
8368,375000,1
8374,369507,1
8380,369508,1
8387,350910,1
8398,373750,1
8409,378370,1
8415,263640,1
8430,373330,1
8443,350610,1
8449,382080,1
8453,377770,1
8455,366860,1
8471,383610,1
8493,383310,1
8503,340620,1
8515,282620,1
8518,375550,1
8528,367050,1
8580,383010,1
8592,367570,1
8594,252950,1
8598,383130,1
8604,359160,1
8614,360590,1
8622,319280,1
8632,245173,1
8642,384670,1
8650,385220,1
8675,381790,1
8682,375930,1
8687,332400,1
8694,361880,1
8704,385930,1
8707,372030,1
8709,269770,1
8714,372500,1
8720,379350,1
8722,387000,1
8725,383810,1
8727,292050,1
8733,359960,1
8736,270910,1
8741,311820,1
8749,377290,1
8757,384900,1
8761,368730,1
8765,343630,1
8771,382480,1
8776,380360,1
8781,385630,1
8790,387230,1
8795,359450,1
8812,386160,1
8826,354200,1
8833,388950,1
8839,379370,1
8840,377540,1
8843,373360,1
8846,386330,1
8850,388670,1
8858,319570,1
8872,386600,1
8888,389180,1
8891,310890,1
8895,381151,1
8898,381152,1
8901,316430,1
8906,354426,1
8907,341870,1
8910,351552,1
8929,333815,1
8931,333813,1
8933,333816,1
8935,333817,1
8937,333811,1
8939,388090,1
8943,389460,1
8947,362310,1
8951,386260,1
8957,376350,1
8961,345180,1
8967,386320,1
8988,365850,1
8990,371690,1
8994,384350,1
9013,378730,1
9023,341010,1
9029,381220,1
9038,350780,1
9045,389840,1
9049,357750,1
9052,317730,1
9057,388500,1
9067,280010,1
9071,367990,1
9094,292600,1
9102,381610,1
9104,390060,1
9114,380700,1
9145,374230,1
9152,383710,1
9168,385710,1
9180,387070,1
9184,392400,1
9195,343595,1
9198,354270,1
9200,390660,1
9202,393630,1
9208,272330,1
9216,300780,1
9220,240620,1
9224,391740,1
9227,365660,1
9236,391433,1
9252,390890,1
9258,391680,1
9262,393580,1
9268,365680,1
9270,394190,1
9272,393990,1
9276,384280,1
9279,391260,1
9290,325760,1
9304,250540,1
9318,390980,1
9320,382490,1
9323,340170,1
9325,339230,1
9327,307620,1
9330,380990,1
9342,395690,1
9359,395150,1
9367,355350,1
9373,348980,1
9378,330270,1
9381,347510,1
9384,366450,1
9389,337180,1
9401,386913,1
9405,386920,1
9410,384520,1
9415,384340,1
9420,386911,1
9431,358650,1
9454,354900,1
9460,319910,1
9469,330670,1
9478,396160,1
9482,395480,1
9487,392930,1
9494,396610,1
9496,396620,1
9498,380540,1
9504,380840,1
9507,350970,1
9518,395380,1
9524,386340,1
9528,393730,1
9533,336440,1
9537,394140,1
9540,277650,1
9544,352900,1
9547,392020,1
9550,393650,1
9564,298641,1
9567,393410,1
9579,310850,1
9582,394750,1
9586,378580,1
9611,384020,1
9616,394730,1
9622,357690,1
9625,331600,1
9628,315330,1
9638,398440,1
9641,395290,1
9644,399100,1
9649,322440,1
9652,287920,1
9658,396140,1
9661,382130,1
9663,396130,1
9667,396120,1
9673,234140,1
9675,394030,1
9679,378080,1
9683,399090,1
9692,395510,1
9696,287700,1
9708,393400,1
9713,388970,1
9718,397000,1
9729,371210,1
9732,365870,1
9736,387440,1
9738,386360,1
9740,331190,1
9742,378504,1
9743,401490,1
9757,397121,1
9761,397122,1
9765,400500,1
9784,401650,1
9787,374090,1
9790,347080,1
9794,401780,1
9804,397240,1
9819,252870,1
9835,375290,1
9837,380640,1
9839,400220,1
9845,356580,1
9849,403280,1
9856,402950,1
9868,372340,1
9883,403440,1
9890,403010,1
9893,380020,1
9897,401190,1
9912,238240,1
9918,403900,1
9924,338760,1
9928,287840,1
9931,400720,1
9936,400721,1
9939,400120,1
