id_user,id_game,year,recommend,sentiment
iamthekingofbrowntown,399730,2015,True,Positive
MainScout,550,2010,True,Negative
yookobz,377160,2015,True,Positive
yookobz,219150,2013,True,Positive
Posiblydead,277430,2014,True,Positive
Posiblydead,239820,2014,True,Positive
Posiblydead,17410,2012,True,Positive
Mossy_Gaming,440,2015,True,Positive
76561198102421718,270550,2015,True,Positive
76561198102421718,274940,2015,True,Positive
76561198102421718,333930,2015,True,Negative
76561198087407319,440,2014,True,Negative
76561198056741844,730,2014,True,Neutral
sad-commie,294100,2016,True,Negative
sad-commie,212070,2014,True,Positive
sad-commie,264140,2014,True,Positive
76561198030567998,332800,2014,True,Neutral
76561198030567998,319630,2015,True,Positive
76561198030567998,6020,2015,True,Neutral
76561198030567998,55230,2015,True,Positive
76561198030567998,32430,2014,True,Negative
76561198010674657,377160,2015,False,Positive
76561198010674657,440,2010,True,Negative
Coldaniel,35450,2015,True,Positive
Coldaniel,440,2014,True,Negative
Coldaniel,236390,2015,True,Positive
therealmorty,351570,2015,True,Positive
therealmorty,212680,2015,True,Negative
Berserklejerker,391540,2015,True,Positive
76561198061730629,550,2014,True,Positive
YoHuNz,440,2014,True,Neutral
YoHuNz,570,2014,True,Neutral
possessioniskey,72850,2015,True,Positive
possessioniskey,440,2015,True,Negative
possessioniskey,113400,2014,True,Negative
76561198093112529,440,2014,True,Neutral
76561198060447950,200510,2015,True,Positive
whiteofwolfing,730,2015,True,Positive
sergarino,383080,2015,True,Neutral
76561198081962345,200210,2012,True,Neutral
76561198081962345,1250,2014,True,Neutral
76561198073210139,304050,2015,True,Negative
Nozomikat,265610,2015,True,Negative
Nozomikat,264200,2014,True,Neutral
Nozomikat,417860,2015,True,Negative
Nozomikat,333600,2015,True,Positive
Nozomikat,213670,2014,True,Positive
Nozomikat,91310,2013,True,Positive
Nozomikat,210770,2013,True,Negative
xfluttersx,351640,2015,True,Positive
xfluttersx,202530,2012,False,Negative
xfluttersx,105600,2012,True,Positive
xfluttersx,440,2014,True,Positive
xfluttersx,47870,2013,True,Positive
xfluttersx,383080,2015,True,Positive
xfluttersx,410,2012,True,Positive
76561198056290589,730,2014,True,Positive
ii_voltage_ii,253710,2014,False,Negative
ii_voltage_ii,339280,2015,True,Positive
ii_voltage_ii,271290,2014,True,Neutral
ii_voltage_ii,203290,2013,True,Positive
76561198097762318,440,2015,True,Negative
76561198097762318,233150,2014,True,Negative
Hirukaz,550,2013,True,Negative
StelerForYou,730,2015,True,Positive
StelerForYou,211820,2013,True,Positive
76561198183396245,440,2015,True,Positive
Xx-Woods,346330,2016,False,Neutral
Xx-Woods,224260,2015,True,Positive
Xx-Woods,317360,2014,True,Positive
Xx-Woods,295550,2014,True,Positive
Xx-Woods,250180,2014,True,Neutral
Xx-Woods,227940,2014,True,Neutral
Xx-Woods,17520,2014,True,Negative
Xx-Woods,113420,2014,True,Positive
kevinator23,320760,2015,True,Negative
kevinator23,8850,2015,True,Positive
kevinator23,233720,2014,True,Negative
kevinator23,218620,2015,True,Negative
kevinator23,730,2015,True,Positive
kevinator23,219740,2015,True,Positive
kevinator23,220240,2014,True,Positive
kevinator23,440,2012,True,Negative
76561198090715178,4000,2014,True,Positive
76561198090715178,304930,2014,True,Neutral
CatsWhale,333950,2015,True,Negative
CatsWhale,388520,2015,True,Positive
CatsWhale,107410,2014,True,Negative
CatsWhale,206210,2014,True,Neutral
76561198073784601,221100,2015,True,Positive
76561198073784601,299740,2014,False,Negative
mimimomoma,730,2015,True,Negative
76561198102410011,440,2015,True,Neutral
de_Butl3r,209870,2014,True,Negative
76561198027947401,322170,2014,True,Positive
76561198027947401,304050,2015,True,Positive
Bluezap1,440,2015,True,Positive
Bluezap1,730,2015,True,Positive
Bluezap1,362890,2015,True,Positive
Bluezap1,413850,2015,True,Neutral
76561198074200011,730,2015,True,Positive
jonasdbomb,346110,2017,True,Negative
L1J1N,570,2014,True,Positive
Lord_Exploit,311560,2015,True,Positive
Lord_Exploit,322170,2015,True,Positive
AVATAR715,48240,2014,False,Negative
AVATAR715,440,2015,True,Positive
AVATAR715,248570,2014,True,Negative
AVATAR715,264140,2014,True,Negative
AVATAR715,4000,2014,True,Negative
AVATAR715,266430,2015,True,Positive
AVATAR715,316010,2015,True,Positive
AVATAR715,249570,2014,True,Negative
YieuwMage,730,2012,True,Positive
76561198078752187,240,2014,True,Negative
A-Very-Sly-Person,304930,2015,True,Neutral
A-Very-Sly-Person,440,2014,True,Neutral
76561198211054671,730,2012,True,Negative
76561198211054671,333930,2010,True,Negative
76561197994493402,365590,2016,True,Negative
76561197994493402,264200,2015,True,Positive
76561197994493402,440,2014,True,Positive
Koolcaz12,298050,2016,False,Positive
76561198065656175,383080,2015,True,Positive
76561198188979775,440,2010,True,Positive
97396295,301520,2014,True,Positive
97396295,243870,2014,True,Positive
97396295,218230,2014,False,Positive
97396295,291550,2017,False,Neutral
76561198126640317,251570,2015,True,Positive
76561198126640317,221100,2015,True,Positive
76561198126640317,316010,2015,True,Positive
76561198126640317,218230,2015,True,Positive
76561198126640317,333930,2015,True,Positive
76561198126640317,222880,2015,True,Negative
76561198126640317,730,2015,True,Positive
DemonicWolvz,55230,2015,True,Positive
DemonicWolvz,232090,2015,True,Positive
DemonicWolvz,4000,2015,True,Negative
DemonicWolvz,206420,2014,True,Negative
DemonicWolvz,224260,2014,True,Negative
DemonicWolvz,550,2013,True,Positive
DieMadchenschanderin,346110,2015,True,Positive
DieMadchenschanderin,380770,2015,False,Negative
DieMadchenschanderin,454890,2016,True,Negative
DieMadchenschanderin,227680,2013,False,Negative
GGargula,570,2010,False,Neutral
GGargula,233250,2015,True,Neutral
Myther43,273350,2015,True,Positive
getf0kinn0sc0pedm9,730,2015,True,Negative
getf0kinn0sc0pedm9,440,2010,False,Negative
76561198141443390,730,2015,True,Positive
76561198097333029,570,2010,True,Negative
whodafuqisthisguilao,730,2015,True,Positive
Magjiikal,370480,2015,True,Positive
Magjiikal,313740,2015,True,Positive
ohnospaghet,1840,2014,True,Positive
ohnospaghet,440,2014,True,Positive
ohnospaghet,266210,2015,True,Positive
ohnospaghet,252490,2013,False,Negative
ohnospaghet,264200,2015,True,Positive
2768820078,287700,2015,True,Neutral
2768820078,730,2012,False,Neutral
2768820078,310950,2016,True,Neutral
2768820078,377160,2015,True,Neutral
2768820078,221380,2015,True,Neutral
2768820078,333950,2015,True,Neutral
2768820078,222420,2015,False,Neutral
2768820078,271590,2015,True,Neutral
2768820078,298110,2015,True,Neutral
2768820078,222440,2015,True,Neutral
76561198056392326,259530,2013,True,Neutral
76561198056392326,219640,2012,False,Neutral
76561198056392326,269210,2014,False,Neutral
2d4nk4m3,317470,2014,False,Negative
2d4nk4m3,47410,2014,True,Positive
76561198078478151,730,2012,True,Neutral
exiaez,365450,2015,True,Neutral
76561198095921854,245620,2015,True,Positive
EizanAratoFujimaki,70,2015,True,Positive
EizanAratoFujimaki,359550,2015,False,Neutral
TeCool,274980,2014,True,Positive
TeCool,202090,2014,True,Positive
TeCool,339280,2015,True,Positive
TeCool,314130,2015,False,Negative
2xDelorean,570,2015,True,Neutral
2xDelorean,212680,2013,True,Positive
2xDelorean,200210,2013,True,Positive
2xDelorean,440,2011,True,Positive
washington_,440,2010,False,Negative
washington_,4000,2010,True,Positive
washington_,211820,2016,True,Neutral
washington_,10180,2010,True,Neutral
washington_,252490,2013,True,Neutral
washington_,417860,2015,True,Neutral
jewxxl,251970,2015,True,Positive
76561198088944293,359550,2015,True,Neutral
76561198088944293,107410,2013,True,Positive
76561198088944293,218230,2012,False,Neutral
76561198088944293,437701,2016,False,Neutral
76561198088944293,304930,2014,True,Neutral
76561198092540221,400,2015,True,Positive
76561198092540221,620,2015,True,Positive
76561198092540221,238460,2015,True,Positive
76561198092540221,6060,2015,True,Positive
76561198092540221,440,2014,True,Positive
76561198051258119,730,2015,True,Positive
nubquake123,265610,2014,True,Positive
Pyromanic,31280,2013,True,Positive
Pyromanic,4000,2013,True,Positive
Pyromanic,240,2013,True,Positive
76561198109656922,440,2010,True,Positive
CobRazor,252490,2015,True,Negative
relesprit,8930,2013,True,Positive
WitchHunter4542,304930,2014,True,Positive
WitchHunter4542,237310,2015,True,Negative
WitchHunter4542,224260,2014,True,Positive
pwrt,230410,2015,True,Positive
pwrt,440,2014,True,Positive
wantmahbody,440,2014,True,Positive
76561198115868847,219640,2012,False,Negative
benedictcuminherbatch,570,2014,True,Positive
76561198031207016,8930,2014,True,Positive
76561198043458582,105600,2015,True,Negative
76561198043458582,221100,2015,True,Neutral
76561198043458582,107410,2015,True,Positive
76561198043458582,231430,2014,True,Positive
smashiroshh,218620,2014,True,Positive
shark854,225540,2015,True,Positive
killbunny38,570,2015,True,Positive
killbunny38,333930,2015,False,Negative
76561198047630659,230410,2015,False,Positive
1337lolroflmao,271590,2015,True,Neutral
1337lolroflmao,218620,2014,True,Positive
1337lolroflmao,219740,2013,True,Positive
1337lolroflmao,7940,2013,True,Positive
1337lolroflmao,234190,2014,True,Negative
1337lolroflmao,10180,2013,True,Positive
1337lolroflmao,33900,2013,True,Positive
1337lolroflmao,261030,2015,True,Positive
1337lolroflmao,243470,2014,True,Negative
sithjjf,302830,2015,False,Negative
76561198060039459,570,2014,False,Neutral
OzfurAtlas,218620,2010,False,Neutral
OzfurAtlas,4700,2010,True,Neutral
OzfurAtlas,212680,2013,True,Negative
76561198065593074,304930,2015,False,Negative
76561198065593074,730,2012,False,Negative
76561198065593074,304050,2015,True,Positive
76561198065593074,203750,2014,True,Negative
76561198044169764,227940,2015,False,Neutral
76561198044169764,355180,2015,False,Positive
76561198044169764,730,2012,True,Negative
76561198044169764,4000,2015,True,Neutral
euzi,236390,2014,True,Positive
76561198074935997,221100,2013,False,Negative
76561198074935997,365590,2016,False,Neutral
76561198074935997,299740,2014,True,Positive
76561198074935997,346110,2017,False,Negative
76561198074935997,275850,2016,False,Negative
76561198074935997,400800,2016,False,Negative
76561198074935997,252490,2013,False,Positive
76561197961778802,730,2014,True,Positive
lucasrash,440,2010,True,Neutral
76561198016602703,301520,2017,False,Negative
76561198016602703,433340,2017,True,Positive
thisissohardtomakeoneup,440,2014,True,Neutral
76561198087010391,4000,2015,True,Positive
66666669999999,302830,2015,False,Neutral
76561198061174192,220200,2014,True,Positive
76561198061174192,242760,2014,True,Negative
ReMiXOfficalSteam,352460,2015,True,Positive
Wilfire77,322920,2015,True,Positive
76561198084390807,234792,2015,True,Neutral
76561198084390807,252490,2014,True,Positive
Mastic,304050,2015,False,Negative
Mastic,297130,2015,True,Negative
Mastic,397570,2015,True,Positive
Mastic,550,2014,True,Positive
Mastic,206420,2014,True,Positive
Mastic,278360,2014,False,Negative
76561198028286104,10180,2013,True,Positive
tarjla,242760,2014,True,Positive
tarjla,304930,2014,True,Negative
tarjla,441790,2017,True,Positive
tarjla,265750,2015,True,Negative
tarjla,252490,2014,True,Positive
tarjla,4000,2013,True,Positive
tarjla,211820,2013,True,Negative
tarjla,105600,2013,True,Positive
tarjla,730,2014,True,Positive
deathnz1,233110,2013,False,Negative
deathnz1,322910,2015,False,Positive
deathnz1,276340,2014,True,Positive
readingthis4noobs,227940,2016,True,Negative
76561198104393251,304930,2015,True,Neutral
76561198075322986,730,2012,True,Neutral
redsncrimson,448530,2016,True,Positive
redsncrimson,304410,2014,True,Positive
redsncrimson,620,2011,True,Positive
redsncrimson,274920,2014,True,Positive
redsncrimson,211820,2013,True,Positive
redsncrimson,219890,2013,True,Negative
redsncrimson,49520,2013,True,Positive
redsncrimson,223510,2013,True,Negative
redsncrimson,440,2012,True,Positive
76561198151910904,252950,2015,True,Positive
H1DD3NT3RR0R,240,2014,True,Negative
H1DD3NT3RR0R,105600,2014,True,Negative
H1DD3NT3RR0R,204300,2013,True,Positive
H1DD3NT3RR0R,730,2014,True,Negative
H1DD3NT3RR0R,440,2015,False,Negative
H1DD3NT3RR0R,570,2014,True,Negative
76561198071214618,268750,2015,True,Positive
76561198115115631,570,2015,True,Positive
76561198071175142,570,2015,True,Positive
76561198071175142,271590,2015,True,Positive
t8s,360870,2015,True,Negative
t8s,730,2015,True,Positive
pikawuu2,230410,2013,True,Negative
pikawuu2,12900,2013,True,Positive
Sammeh00,301520,2014,True,Positive
Michaelele,6060,2014,True,Negative
Michaelele,730,2014,True,Positive
Michaelele,107410,2014,True,Negative
Michaelele,304930,2014,True,Positive
76561198045754869,335670,2015,True,Negative
76561198076098774,215080,2015,True,Positive
76561198103253374,570,2014,True,Negative
76561198048417105,271590,2015,True,Positive
76561198048417105,730,2015,True,Positive
76561198048417105,244160,2015,True,Positive
76561198048417105,270880,2016,True,Positive
76561198090842891,8190,2015,True,Positive
76561198055767971,247730,2015,False,Negative
76561197998052647,233630,2014,True,Positive
adohya343,303390,2014,False,Neutral
76561198145436942,221100,2014,True,Positive
jjas01,208812,2014,False,Negative
jjas01,218620,2015,False,Positive
jjas01,243120,2013,True,Positive
jjas01,234140,2015,True,Positive
jjas01,204450,2014,True,Positive
jjas01,225260,2014,True,Positive
jjas01,50300,2013,True,Positive
jjas01,201810,2014,True,Positive
jjas01,212630,2012,False,Negative
jjas01,427820,2016,False,Positive
3xotic26,500,2014,True,Positive
3xotic26,440,2014,True,Positive
3xotic26,49520,2014,True,Positive
3xotic26,550,2013,True,Positive
iamthetrashlord,206420,2015,True,Neutral
iamthetrashlord,213670,2014,True,Positive
3dster,550,2015,True,Positive
76561198079990063,231040,2014,True,Positive
Forty-Nine,221100,2014,True,Negative
Forty-Nine,376300,2015,False,Positive
76561198051017916,351040,2015,True,Neutral
76561198051017916,250600,2014,True,Neutral
L4M1NAS,227940,2016,True,Positive
L4M1NAS,221100,2015,True,Positive
76561198096766604,301520,2017,False,Negative
76561197995322437,264710,2015,True,Negative
imsojipper,218620,2014,True,Positive
76561198084542731,206420,2015,True,Neutral
76561198084542731,47790,2014,True,Neutral
76561198103671881,570,2015,True,Positive
mrpfresh,236110,2017,True,Negative
mrpfresh,346110,2015,True,Neutral
mrpfresh,232790,2014,True,Neutral
GamerFag,440,2012,True,Positive
GamerFag,70,2011,True,Negative
GamerFag,420,2011,True,Positive
GamerFag,380,2011,True,Positive
GamerFag,220,2011,True,Positive
GamerFag,1250,2010,True,Positive
EHS-R3AP3R,339230,2015,False,Negative
EHS-R3AP3R,349700,2015,True,Positive
EHS-R3AP3R,226700,2013,True,Positive
EHS-R3AP3R,209160,2013,True,Positive
chidori_647,219990,2013,True,Negative
chidori_647,213670,2014,True,Neutral
chidori_647,21100,2013,False,Negative
chidori_647,8190,2013,True,Positive
chidori_647,215470,2013,False,Negative
76561198092227136,730,2014,True,Positive
76561198092227136,1250,2014,True,Neutral
hellcat59,4000,2014,True,Positive
76561198007584361,401650,2015,True,Positive
tbimperator,35450,2012,True,Positive
Allahu_Akbar666,230410,2015,True,Positive
Allahu_Akbar666,304930,2014,False,Negative
ulramite,290020,2014,True,Positive
ulramite,248860,2014,True,Positive
ulramite,211820,2016,True,Negative
-GM-Dragon,226700,2014,False,Negative
-GM-Dragon,244850,2015,True,Positive
76561198054040292,298260,2015,True,Negative
76561198078799606,370240,2015,False,Negative
76561198078799606,730,2015,True,Positive
76561198078799606,233450,2014,True,Negative
I_DID_911_JUST_SAYING,214420,2015,True,Positive
I_DID_911_JUST_SAYING,365670,2015,True,Neutral
I_DID_911_JUST_SAYING,440,2010,True,Positive
I_DID_911_JUST_SAYING,4000,2010,True,Positive
I_DID_911_JUST_SAYING,221260,2013,True,Negative
750805,369070,2016,False,Positive
diabeticfuck,218620,2015,True,Negative
diabeticfuck,419070,2015,True,Neutral
diabeticfuck,333930,2015,False,Negative
diabeticfuck,287700,2015,True,Neutral
76561198054465623,302830,2015,False,Negative
76561198054465623,24240,2014,True,Positive
76561198054465623,39800,2015,True,Neutral
76561198054465623,250600,2014,True,Negative
76561198054465623,105600,2015,True,Neutral
76561198054465623,113020,2014,True,Positive
aaropro,440,2014,True,Positive
aaropro,221100,2013,True,Negative
abiam,238960,2014,True,Neutral
FrankoWalker,310370,2015,True,Positive
FrankoWalker,260410,2014,True,Neutral
FrankoWalker,236390,2014,True,Negative
LightfootSword7,221100,2015,False,Negative
LightfootSword7,383870,2016,True,Positive
SALTTHEW0UND,248820,2015,True,Neutral
SALTTHEW0UND,730,2014,True,Positive
SALTTHEW0UND,550,2014,True,Positive
SALTTHEW0UND,204030,2014,True,Neutral
SALTTHEW0UND,440,2013,True,Positive
SALTTHEW0UND,383080,2015,True,Positive
express157,304930,2014,True,Positive
76561198074644990,242760,2015,True,Neutral
76561198074644990,207230,2015,True,Positive
76561198074644990,9180,2013,False,Neutral
76561198064304806,730,2015,True,Negative
TomoeMamiewe,10150,2014,True,Neutral
TomoeMamiewe,4000,2010,True,Neutral
76561198057086148,214950,2015,True,Positive
Acidius99,218620,2014,True,Positive
Acidius99,261640,2014,True,Positive
Acidius99,220240,2014,True,Positive
Acidius99,271290,2015,False,Negative
acorn13,313740,2014,True,Negative
acorn13,34330,2012,True,Negative
acorn13,271590,2015,True,Positive
adamcookie,570,2010,True,Positive
AddzyTheBaddzy,291550,2015,True,Positive
AddzyTheBaddzy,259080,2013,True,Positive
mrfunkyjunkie,233250,2014,True,Negative
mrfunkyjunkie,256350,2014,True,Positive
mrfunkyjunkie,249380,2015,True,Positive
mradobe7,275850,2016,False,Negative
76561198167207237,337320,2015,True,Neutral
76561198167207237,391540,2015,True,Negative
76561198167207237,265930,2015,True,Neutral
76561198167207237,620,2015,True,Positive
cancerkek,730,2015,True,Neutral
76561198073508075,10090,2014,True,Positive
76561198073508075,218680,2014,True,Negative
76561198074323290,252490,2013,False,Positive
76561198074323290,251060,2014,False,Neutral
76561198090899557,252490,2013,False,Negative
advenger95,22370,2015,True,Negative
advenger95,307690,2015,True,Positive
advenger95,72850,2015,True,Positive
EndAtHallow,1250,2015,True,Negative
76561198063624801,440,2014,True,Negative
aeryal,440,2014,True,Positive
76561198070263209,570,2013,True,Neutral
76561198015968275,248610,2015,True,Negative
Agiegamma,208090,2014,True,Positive
76561198082614708,250340,2014,True,Negative
Agronoth,244850,2014,True,Positive
Agronoth,221640,2015,True,Positive
Agronoth,104900,2015,True,Negative
Agronoth,105600,2015,True,Positive
Agronoth,9450,2015,False,Negative
UnholyFallenAngel,262410,2014,True,Positive
UnholyFallenAngel,222940,2015,True,Neutral
UnholyFallenAngel,221040,2014,True,Neutral
76561198068565589,221100,2014,True,Neutral
76561198068565589,286570,2015,True,Negative
76561198068565589,263440,2014,False,Positive
SlutOnTheSpit,4000,2014,True,Positive
WestyGaming,223710,2014,True,Neutral
NaruseAiria,317360,2014,True,Positive
NaruseAiria,108600,2014,True,Negative
NaruseAiria,259080,2013,True,Positive
NaruseAiria,208520,2013,True,Positive
76561198067713802,239660,2015,True,Positive
76561198067713802,304930,2015,True,Positive
76561198187212131,730,2012,True,Positive
76561198044678148,495890,2016,True,Neutral
76561198044678148,472680,2016,True,Positive
Alex680,4000,2014,True,Positive
alansiulun,295270,2014,True,Positive
alansiulun,265930,2015,True,Positive
Albolah,283920,2015,True,Positive
Albolah,440,2015,True,Positive
Albolah,294650,2015,True,Positive
76561198003056556,432020,2016,False,Negative
76561198003056556,233720,2014,True,Neutral
maxpaynepillkiller,319630,2015,True,Negative
maxpaynepillkiller,12120,2015,True,Negative
maxpaynepillkiller,241930,2014,True,Neutral
maxpaynepillkiller,428690,2016,True,Negative
maxpaynepillkiller,55230,2015,True,Neutral
maxpaynepillkiller,243470,2014,False,Negative
AlexNoClutch,227860,2015,False,Negative
Alexwai04,218620,2015,True,Neutral
76561198095481910,208090,2014,True,Neutral
76561198164545985,730,2012,True,Positive
AlkalineDeath,228280,2015,True,Positive
AlkalineDeath,240760,2014,True,Positive
76561198075935236,226700,2015,True,Negative
76561198075935236,250900,2015,True,Positive
mintifreshbadger,35450,2015,True,Neutral
AlpacaRevolution,9900,2010,True,Positive
AlpacaRevolution,212680,2014,True,Positive
AlpacaRevolution,346110,2015,False,Positive
AlphaBryn444,236370,2013,True,Negative
76561198071952798,265930,2014,False,Negative
76561198071952798,218620,2010,True,Negative
76561198071952798,205100,2013,True,Positive
76561198009001563,570,2014,True,Neutral
76561198016753953,271290,2014,True,Positive
76561198016753953,570,2014,True,Neutral
smegmyfoodle,346010,2015,True,Positive
smegmyfoodle,239250,2015,True,Negative
76561198057869849,313120,2015,True,Positive
76561198058836921,211820,2015,True,Positive
lol_ursuchanoob,218620,2014,True,Negative
lol_ursuchanoob,12210,2014,True,Negative
lol_ursuchanoob,220240,2014,True,Positive
lol_ursuchanoob,17300,2014,True,Positive
AMV72,206440,2013,True,Positive
AMV72,209100,2012,False,Negative
AMV72,209000,2013,True,Negative
AMV72,218060,2013,True,Positive
AMV72,24240,2012,True,Positive
76561198069170979,440,2015,True,Positive
76561198085956238,224540,2012,False,Negative
76561198085956238,242860,2015,False,Negative
76561198085956238,47410,2012,True,Positive
76561198132540690,730,2015,True,Negative
76561198132540690,220200,2015,True,Positive
711armageddoncarmageddon,113020,2015,True,Neutral
711armageddoncarmageddon,105600,2015,True,Negative
711armageddoncarmageddon,9480,2015,True,Positive
76561198034868596,359870,2016,True,Positive
Andraison,22230,2015,True,Negative
76561198055790408,203770,2013,True,Positive
76561198069560699,550,2013,True,Positive
76561198069560699,259080,2013,True,Positive
76561198069560699,72850,2013,True,Negative
76561198069560699,8870,2014,True,Positive
76561198099625419,230410,2014,True,Neutral
76561198099625419,200260,2014,True,Neutral
76561198099625419,19900,2013,True,Positive
76561198099625419,241540,2013,True,Neutral
76561198099625419,220,2013,True,Neutral
76561198084032274,227940,2014,False,Negative
76561198084032274,236390,2014,False,Positive
Angrovar,17390,2014,True,Positive
Angrovar,359320,2015,True,Neutral
AngryAinsley,317360,2015,True,Positive
AngryAinsley,253030,2015,True,Positive
AngryAinsley,295110,2015,True,Positive
AngryAinsley,264710,2015,True,Positive
uradumbtit,274310,2014,True,Neutral
uradumbtit,4000,2014,True,Positive
76561198037038784,252470,2010,True,Positive
IKillNoobsFirst,730,2015,True,Positive
76561198037888300,344770,2015,True,Positive
1234865654,22380,2014,True,Positive
76561198040925596,440,2010,True,Positive
76561198084123358,9900,2015,True,Positive
Apachehavoc,107410,2014,False,Neutral
ApexNZ,221640,2014,True,Positive
ApexNZ,202170,2014,True,Negative
ApexNZ,49520,2014,True,Neutral
ApexNZ,245490,2014,True,Positive
ApexNZ,313120,2015,True,Positive
76561198039441595,113020,2014,False,Neutral
76561198039441595,319510,2015,False,Positive
76561198039441595,20,2014,False,Neutral
76561198039441595,209080,2014,False,Negative
76561198039441595,223470,2014,False,Neutral
76561198039441595,417860,2015,True,Neutral
76561198039441595,269250,2015,True,Positive
76561198039441595,313740,2014,False,Negative
